year,no,key,link,item,item2
113,20,B,,"關於sarcoidosis，下列敘述何者錯誤？
①Erythema nodosum是sarcoidosis最常見的非特異性皮膚表現，有可能伴隨全身性症狀如發燒或關節痛。
②患者若有眼睛侵犯，其中以conjunctivitis最常見。
③Lupus pernio常出現在臉部及手指，有較高比例會出現全身性侵犯及合併呼吸道疾病。
④Antimalarial drugs可以用來治療皮膚或關節的sarcoidosis，TNF抑制劑也能用於治療sarcoidosis。
A. ①　　B. ②　　C. ③　　D. ④","Regarding sarcoidosis, which of the following statements is incorrect?
①Erythema nodosum is the most common non-specific skin manifestation of sarcoidosis and may be accompanied by systemic symptoms such as fever or joint pain.
②If the patient has eye invasion, conjunctivitis is the most common.
③Lupus pernio often appears on the face and fingers, and has a higher rate of systemic invasion and respiratory disease.
④Antimalarial drugs can be used to treat sarcoidosis of the skin or joints, and TNF inhibitors can also be used to treat sarcoidosis.
A. ① B. ② C. ③ D. ④"
113,21,A,,"下列敘述何者正確？
①外用的Ruxolitinib是一種用於治療白斑的JAK1/2抑制劑。
②JAK抑制劑主要透過促進黑色素細胞移行來發揮作用。
③分節性白斑（segmental vitiligo）較早影響毛囊的黑色素細胞所以治療效果不佳。
④Interferon-α是造成白斑疾病的主要致病機轉。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Which of the following statements is correct?
①Topical Ruxolitinib is a JAK1/2 inhibitor used to treat vitiligo.
②JAK inhibitors mainly work by promoting the migration of melanocytes.
③ Segmental vitiligo affects the melanocytes of hair follicles earlier, so the treatment effect is not good.
④Interferon-α is the main pathogenic mechanism causing vitiligo disease.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,22,B,,"關於UVA及UVB photobiology的比較，下列敘述何者正確？
①最有效率促進合成皮膚vitamin D合成的光波長落在UVA的範圍內。
② UVA與immediate pigment darkening（20分鐘內）較相關; 而UVB與delayed melanogenesis較相關。
③UVA的致紅性（erythemogenic）大約超過UVB 1000倍。
④與drug-induced photosensitivity較相關的是UVA。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding the comparison of UVA and UVB photobiology, which of the following statements is correct?
①The wavelength of light that most efficiently promotes the synthesis of vitamin D in synthetic skin falls within the UVA range.
② UVA is more related to immediate pigment darkening (within 20 minutes); while UVB is more related to delayed melanogenesis.
③ UVA is approximately 1,000 times more erythemogenic than UVB.
④ UVA is more related to drug-induced photosensitivity.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,23,A,,"色素失調症（Incontinentia Pigmenti）的皮膚病變通常經歷哪幾個階段？依照嬰幼兒到成人的順序由左至右排列。
①水疱期（vesiculobullous stage）、疣狀期（verrucous stage）、色素沉著期（hyperpigmentation stage）、萎縮疤痕期（atrophic scar stage）。
②疣狀期、水疱期、萎縮疤痕期、色素沉著期。
③色素沉著期、水疱期、疣狀期、萎縮疤痕期。
④水疱期、色素沉著期、疣狀期、萎縮疤痕期。
A. ①　　B. ②　　C. ③　　D. ④","What stages do skin lesions of Incontinentia Pigmenti usually go through? They are arranged from left to right in order from infant to adult.
①Vesiculobullous stage, verrucous stage, hyperpigmentation stage, atrophic scar stage.
② Wartlike stage, blister stage, atrophic scar stage, and pigmentation stage.
③Pigmentation stage, blister stage, verrucous stage, and atrophic scar stage.
④Blister stage, pigmentation stage, verrucous stage, and atrophic scar stage.
A. ① B. ② C. ③ D. ④"
113,24,C,,"一位年輕男性於兩週前去台灣東部露營，兩天前出現高燒、寒顫、肌肉酸痛等症狀，理學檢查發現右大腿內側有一黑色焦痂（eschar），關於進一步的檢查和處置，下列敘述何者正確？
①須考慮恙蟲病（Scrub typhus），為由恙蟲傳播的人畜共患病，致病原為Orientia tsutsugamushi，動物宿主以囓齒類為主。
②建議之治療為使用14天的doxycycline，目前尚無有效的疫苗。
③間接免疫螢光染色法（Indirect Fluorescent Antibody; IFA）為目前最常被使用診斷恙蟲病的方式，相隔二週以上的檢驗，其恙蟲病特異性抗體達4倍以上的上升即可診斷。
④高燒後約4至5天可能會出現紅色丘疹，由四肢向軀幹擴散。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","A young man went camping in eastern Taiwan two weeks ago. Two days ago he developed symptoms such as high fever, chills, and muscle aches. A physical examination revealed a black eschar on the inner side of his right thigh. Regarding further examination and treatment, which of the following statements is correct?
① Scrub typhus must be considered. It is a zoonotic disease transmitted by Scrub typhus. The causative agent is Orientia tsutsugamushi, and the animal host is mainly rodents.
②The recommended treatment is to use doxycycline for 14 days. There is currently no effective vaccine.
③Indirect immunofluorescence staining (Indirect Fluorescent Antibody; IFA) is currently the most commonly used method for diagnosing scrub typhus. The diagnosis can be made if the scrub typhus-specific antibody rises more than 4 times in tests conducted more than two weeks apart.
④Red papules may appear about 4 to 5 days after a high fever, spreading from the limbs to the trunk.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,25,D,,"關於eosinophilic pustular folliculitis（EPF），下列敘述何者正確？
①和HIV相關的EPF常出現在頭頸部，上半身及四肢的遠端。
②嬰兒型EPF常出現在頭皮，血液中IgE常明顯升高。
③NSAID尤其是ibuprofen，可以作為第一線治療的藥物。
④血液中TARC濃度和eosinophilia相關。
A. ①　　B. ②　　C. ③　　D. ④","Regarding eosinophilic pustular folliculitis (EPF), which of the following statements is correct?
① HIV-related EPF often occurs in the head and neck, upper body and distal limbs.
② Infantile EPF often appears on the scalp, and IgE in the blood is often significantly elevated.
③NSAIDs, especially ibuprofen, can be used as first-line treatment drugs.
④The concentration of TARC in blood is related to eosinophilia.
A. ① B. ② C. ③ D. ④"
113,26,C,,"關於subcorneal pustular dermatosis，下列敘述何者錯誤？
①皮膚經常表現在腋下、胯下及四肢屈側，也常出現在頭皮及黏膜。
②部分病人血中IgG上升，可能合併IgG monoclonal gammopathy。
③第一線治療藥物為dapsone, sulfonamide。
④可能和pyoderma gangrenosum, ulcerative colitis, Crohn disease相關。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding subcorneal pustular dermatosis, which of the following statements is incorrect?
①The skin often appears under the armpits, crotch and flexors of the limbs, and also often appears on the scalp and mucous membranes.
② Some patients have increased blood IgG, which may be combined with IgG monoclonal gammopathy.
③The first-line treatment drugs are dapsone and sulfonamide.
④May be related to pyoderma gangrenosum, ulcerative colitis, and Crohn disease.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,27,C,,"關於pyoderma gangrenosum，下列敘述何者錯誤？
①接受Granulocyte colony-stimulating factor（G-CSF）治療的病人，有可能會出現pyoderma gangrenosum。
②Pyoderma gangrenosum的發生可能與JAK的突變有關。
③可能和inflammatory bowel disease以及paraproteinemia，主要和IgG monoclonal gammopathy相關。
④TNF-α, IL-6在pyoderma gangrenosum的病人表現可能會上升。
A. ①　　B. ②　　C. ③　　D. ④","Regarding pyoderma gangrenosum, which of the following statements is incorrect?
①Patients receiving Granulocyte colony-stimulating factor (G-CSF) treatment may develop pyoderma gangrenosum.
②The occurrence of Pyoderma gangrenosum may be related to the mutation of JAK.
③May be related to inflammatory bowel disease and paraproteinemia, mainly related to IgG monoclonal gammopathy.
④TNF-α and IL-6 may increase in patients with pyoderma gangrenosum.
A. ① B. ② C. ③ D. ④"
113,28,A,,"關於chancroid，下列敘述何者錯誤？
①潛伏期為三至七週，很少超過十週。
②半數病人在發病數日至兩週後會發生淋巴腺炎。
③未經抗生素治療，90%的病人無法自然痊癒，且可能會有併發症。
④治癒後並無永久免疫性，所以接觸到病菌還是有可能被感染。
A. ①③　　B. ②④　　C. ①②③　　D. ④　　E. ①②③④","Regarding chaancroid, which of the following statements is incorrect?
①The incubation period is three to seven weeks, rarely exceeding ten weeks.
②Half of the patients will develop lymphadenitis a few days to two weeks after the onset of the disease.
③ Without antibiotic treatment, 90% of patients cannot recover naturally and may have complications.
④ There is no permanent immunity after recovery, so you may still be infected if you come into contact with germs.
A. ①③ B. ②④ C. ①②③ D. ④ E. ①②③④"
113,29,D,,"關於與人類最親近的陸生動物—貓狗對人類的抓傷和咬傷，下列敘述何者正確？
①與貓咬傷（cat bites）相比，狗的咬傷（dog bites）更常見且更容易造成傷口細菌感染。
②若傷口為貓咬傷所致，Bartonella henselae是主要的致病菌，常見於家畜的上呼吸道中。
③若考慮貓抓病（cat-scratch disease）的可能性，最常見的病原體為Pasteurella multocida，屬革蘭氏陰性菌，臨床常合併淋巴結腫大。
④若被貓或狗咬傷，應給予患者經驗性抗生素amoxicillin/clavulanic acid 7至10天，少數患者可能引發嚴重的系統性感染如中樞神經感染、菌血症。
A. ①　　B. ②　　C. ③　　D. ④","Regarding the scratches and bites caused by cats and dogs, the closest land animals to humans, which of the following statements is correct?
①Compared with cat bites, dog bites are more common and more likely to cause bacterial wound infection.
②If the wound is caused by a cat bite, Bartonella henselae is the main pathogenic bacteria and is commonly found in the upper respiratory tract of livestock.
③If the possibility of cat-scratch disease is considered, the most common pathogen is Pasteurella multocida, which is a Gram-negative bacterium and is often associated with swollen lymph nodes clinically.
④If bitten by a cat or dog, the patient should be given empiric antibiotics amoxicillin/clavulanic acid for 7 to 10 days. A small number of patients may develop serious systemic infections such as central nervous system infection and bacteremia.
A. ① B. ② C. ③ D. ④"
113,30,C,,"關於脂漏性皮膚炎（seborrheic dermatitis, SD），下列敘述何者錯誤？
①Infantile SD（ISD）易侵犯diaper or flexural areas，多在六個月至一歲內自行緩解。
②Parkinson disease及AIDS患者之SD更常見也較嚴重。
③高濕度及高溫環境因有助Malassezia生長，可使病情惡化。
④原本診斷為ISD之患者，若頭皮病灶呈現purpuric, scaly, crusted papules，skin folds及mucosa出現潰瘍，則應排除Langerhans cell histiocytosis。
A. ①　　B. ②　　C. ③　　D. ④","Regarding seborrheic dermatitis (SD), which of the following statements is incorrect?
①Infantile SD (ISD) is easy to invade diaper or flexural areas, and usually resolves on its own within six months to one year old.
②SD is more common and severe in patients with Parkinson disease and AIDS.
③High humidity and high temperature environment help the growth of Malassezia and can worsen the condition.
④In patients originally diagnosed with ISD, if the scalp lesions present purpuric, scaly, crusted papules, skin folds and mucosa ulcers, Langerhans cell histiocytosis should be excluded.
A. ① B. ② C. ③ D. ④"
